FID,UOGID,NAME,TYPE,STUSAB,STATE,CDBG_AMT,ESG_AMT,HOME_AMT,HOPWA_AMT,TOT_AMT,YEAR,SHAPE_Length,SHAPE_Area,FUNDING ROUND,PROGRAM TYPE,PROGRAM JURISDICTION,FUNDING SOURCE,ROUND START,ROUND END,DOC TIMING,TOTAL REQUIREMENTS,TOTAL DOCS,PHYSICAL PRESENCE,TENURE/HISTORY,STANDARD FINANCIAL,NON-STANDARD FINANCIAL,PROOF COVID-RELATED,CRIMINAL HISTORY,INTENDED USE,BUSINESS TYPE,BUSINESS SIZE,GOOD STANDING,POST-AWARD RECEIPTS,MISCELLANEOUS,DOC ELEMENTS,PREVIOUS APP INCLUSION,CONTACT,WEB ADDRESS (ORIGINAL CODING ROUND),"WEB ADDRESS (IF ORIGINAL LINK INACTIVE, WEBARCHIVE LINK)",DATE COLLECTED,GRANT AMOUNT,"DISTRIBUTION METHOD (rj note: these were coded more consistently later but coding guide not followed closely -- eg different variations of first come first serve spelling, so goal here is to fill in blank rows and for non-blank ones, to double check whether you agree with the distribution method coding based on the website and then standardize the name based on the ""Code"" sheet)",PREFERENCES: MINORITY-OWNED BUSINESSES (0 = NO; 1 = YES; M = UNKNOWN),PREFERENCES: WOMEN-OWNED BUSINESSES (0 = NO; 1 = YES; M = UNKNOWN),"PREFERENCES: BUSINESS LOCATED IN HIGH-POVERTY AREA (might be called high-poverty, LMI area, needy area, etc) (0 = NO; 1 = YES; M = UNKNOWN)",PREFERENCES: HOLISTIC CRITERIA FROM REVIEWERS (0 = NO; 1 = YES; M = UNKNOWN),PREFERENCES: ECONOMIC CRITERIA (FTE; REVENUE/PROFITABILITY) (0 = NO; 1 = YES; M = UNKNOWN),PREFERENCES: OTHER (write out),PREFERENCES: NOTES ON CODING,RESTRICTS ELIGIBILITY TO UNDERSERVED BUSINESSES ONLY (0 = NO; 1 = YES),NOTES ON ELIGIBILITY CRITERIA (OPTIONAL),CODER ,PREFERENCES: WOMEN-OWNED BUSINESSES (0 = NO; 1 = YES; M = UNKNOWN),LINK TO 3RD PARTY ASSISTANCE,CHECKLIST,DOCUMENTATION NOTES,TOTAL RECIPIENTS,AVERAGE GRANT SIZE,MINORITY OWNED RECIPIENTS,WOMEN OWNED RECIPIENTS,OUTCOME NOTES,RJ notes
697,363168,ITHACA,51,NY,36,686071,0,368803,0,1054874,2018,0.2304451634,0.001720891978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,40492,TUCSON,51,AZ,4,5518866,448878,3508146,589416,10065306,2018,4.134419301,0.05888688585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,131314,GAINESVILLE,51,GA,13,470338,0,0,0,470338,2018,2.748026666,0.008879375271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,172238,EVANSTON,51,IL,17,1788178,146023,384889,0,2319090,2018,0.2598445362,0.002188725841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,210210,BOWLING GREEN,51,KY,21,609984,0,0,0,609984,2018,1.621624974,0.01027182419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,250282,BOSTON,51,MA,25,17229498,1418872,5863642,2588781,27100793,2018,1.868696861,0.01402567285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,264296,MUSKEGON,51,MI,26,937658,0,327681,0,1265339,2018,0.5952075918,0.005198890535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,10072,ANNISTON,51,AL,1,550805,0,452462,0,1003267,2018,1.344007635,0.01151346768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,729025,CAGUAS MUNICIPIO,51,PR,72,1739589,142783,818747,0,2701119,2018,0.6334018176,0.01306686594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,556000,SHEBOYGAN,51,WI,55,867998,0,0,0,867998,2018,1.058461338,0.004081047596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,62382,MOUNTAIN VIEW,51,CA,6,536360,0,281994,0,818354,2018,0.4537306019,0.003194785458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,133354,VALDOSTA,51,GA,13,672612,0,0,0,672612,2018,1.434736641,0.008950932022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,52466,SPRINGDALE,51,AR,5,869425,0,0,0,869425,2018,1.364000878,0.01201972986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,350336,LAS CRUCES,51,NM,35,869294,0,439502,0,1308796,2018,1.703903535,0.01906818637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,393012,MANSFIELD,51,OH,39,846464,0,275503,0,1121967,2018,1.156247441,0.008542473139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,365544,ROCHESTER,51,NY,36,8084177,674005,2570413,890163,12218758,2018,1.16109826,0.01054397927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,480222,ARLINGTON,51,TX,48,3295613,265881,1253024,0,4814518,2018,1.291125867,0.0249164423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,191362,DES MOINES,51,IA,19,3692162,306430,1035653,0,5034245,2018,1.241045667,0.0256380601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,120966,FT MYERS,51,FL,12,618176,0,0,0,618176,2018,1.167911192,0.009423880746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,540666,HUNTINGTON,51,WV,54,1757959,143682,704044,0,2605685,2018,0.8902034973,0.004932270744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,132832,ROSWELL,51,GA,13,466485,0,0,0,466485,2018,0.9458760049,0.01062447946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,511590,VIRGINIA BEACH,51,VA,51,2000832,164230,1122655,1524127,4811844,2018,3.95735987,0.06869615314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,130750,COLUMBUS-MUSCOGEE COUNTY,51,GA,13,1521246,0,920656,0,2441902,2018,1.328148567,0.0549307112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,182886,SOUTH BEND,51,IN,18,2572155,212959,1030317,0,3815431,2018,1.348704488,0.01168372777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,192466,IOWA CITY,51,IA,19,658186,0,580222,0,1238408,2018,1.045072305,0.008540571315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,63342,SANTA ANA,51,CA,6,5816959,475700,1783004,0,8075663,2018,0.6575373067,0.006887582906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,554340,MILWAUKEE,51,WI,55,15835003,1302832,5967429,768917,23874181,2018,1.910225867,0.02769396345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,263648,LIVONIA,51,MI,26,341868,0,0,0,341868,2018,0.4092082852,0.0101537329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,411098,PORTLAND,51,OR,41,8590688,701174,4134231,1409247,14835340,2018,2.110110252,0.04333390451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,342190,NEWARK,51,NJ,34,7175818,584249,2662579,5867175,16289821,2018,0.6294136806,0.006729924731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,10144,AUBURN,51,AL,1,590366,0,0,0,590366,2018,3.239142438,0.01518878814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,410114,BEND,51,OR,41,491281,0,0,0,491281,2018,0.7081432571,0.009675480305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10228,BIRMINGHAM,51,AL,1,5881301,481528,1499847,1244128,9106804,2018,7.272347383,0.03732209513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,63900,VICTORVILLE,51,CA,6,1322839,0,0,0,1322839,2018,1.179597985,0.01879167129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,540090,BECKLEY CITY,51,WV,54,303773,0,0,0,303773,2018,0.8229722859,0.002516928881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,480132,AMARILLO,51,TX,48,1592011,0,725574,0,2317585,2018,1.492378442,0.02629046939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,61464,GLENDALE,51,CA,6,1852537,147107,1301897,0,3301541,2018,0.5680927827,0.007742624532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,425529,PITTSBURGH,51,PA,42,13913919,1148214,2362447,948891,18373471,2018,1.289116265,0.01603742764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,180084,ANDERSON,51,IN,18,878216,0,343051,0,1221267,2018,1.221366714,0.0119494249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,62166,MADERA,51,CA,6,872067,0,0,0,872067,2018,0.5449699739,0.004137853481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,190804,CEDAR RAPIDS,51,IA,19,1068395,0,381448,0,1449843,2018,2.247998736,0.02027335422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,511098,NEWPORT NEWS,51,VA,51,1257434,0,786711,0,2044145,2018,1.32830697,0.0185615995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,281134,PASCAGOULA,51,MS,28,197754,0,0,0,197754,2018,0.4945161605,0.004363341975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,264164,MONROE,51,MI,26,445728,0,0,0,445728,2018,0.5154619384,0.002847226555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,510960,LYNCHBURG,51,VA,51,733913,0,438772,0,1172685,2018,0.661798536,0.01308495499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,371944,MORGANTON,51,NC,37,165045,0,0,0,165045,2018,1.00331101,0.004942425347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,280630,HATTIESBURG,51,MS,28,560001,0,317860,0,877861,2018,1.335181291,0.01331742565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,370660,CONCORD,51,NC,37,587375,0,1313824,0,1901199,2018,2.53158225,0.01612967999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,171296,CHICAGO,51,IL,17,78904033,6490003,20803171,9009631,115206838,2018,2.573398642,0.06489030467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,365848,SCHENECTADY,51,NY,36,2238619,187522,1188662,0,3614803,2018,0.3010332188,0.003125024588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,150003,MAUI COUNTY,77,HI,15,1900669,0,0,0,1900669,2018,6.124759449,0.2634130119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,331026,NASHUA,51,NH,33,658301,0,398176,0,1056477,2018,0.4877868917,0.009080610009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,531488,SPOKANE,51,WA,53,3259133,271343,1269887,0,4800363,2018,1.488044258,0.02239032546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,60708,CHINO,51,CA,6,514103,0,0,0,514103,2018,0.6295511544,0.007492960164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,51302,HOT SPRINGS,51,AR,5,456368,0,0,0,456368,2018,1.680317787,0.008931687073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,51560,LITTLE ROCK,51,AR,5,1353727,0,649720,438569,2442016,2018,1.772594157,0.03085130653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,122808,SEBASTIAN CITY,51,FL,12,108096,0,0,0,108096,2018,0.509946899,0.003282043722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,121968,MIAMI,51,FL,12,5259044,427775,3545440,11680308,20912567,2018,1.237832982,0.008540852526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,241278,SALISBURY,51,MD,24,343878,0,0,0,343878,2018,1.433381726,0.003701046523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,274104,ST CLOUD,51,MN,27,564000,0,0,0,564000,2018,1.290772828,0.01281019339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,342196,NEW BRUNSWICK,51,NJ,34,858133,0,518234,0,1376367,2018,0.2617311638,0.001592679215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,211314,LEXINGTON-FAYETTE,51,KY,21,2303582,187372,1314292,0,3805246,2018,1.5662489,0.07590368335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,470954,JOHNSON CITY,51,TN,47,514232,0,0,0,514232,2018,4.113852197,0.01411995641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,262096,FARMINGTON HILLS,51,MI,26,344295,0,0,0,344295,2018,0.5902891922,0.009445734978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,410888,MEDFORD,51,OR,41,722034,0,0,0,722034,2018,1.084179901,0.007296772636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,252544,WALTHAM,51,MA,25,1003554,0,0,0,1003554,2018,0.2820401507,0.003894233435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,176498,SKOKIE,51,IL,17,590950,0,0,0,590950,2018,0.3094858908,0.002833704952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,483564,MIDLAND,51,TX,48,812047,0,0,0,812047,2018,1.915692392,0.02163585794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,210048,ASHLAND,51,KY,21,577434,0,0,0,577434,2018,0.2851786693,0.002883153394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,62340,MONTEREY PARK,51,CA,6,697952,0,347567,0,1045519,2018,0.2464040522,0.001955598754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,122466,PENSACOLA,51,FL,12,711416,0,0,0,711416,2018,0.7824180115,0.005729097302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,62046,LODI,51,CA,6,636515,0,0,0,636515,2018,0.4597028212,0.003693076801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,390858,CANTON,51,OH,39,2583276,212944,653549,0,3449769,2018,1.625213386,0.00705797681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,729005,AGUADILLA MUNICIPIO,51,PR,72,851893,0,458142,0,1310035,2018,0.4477409235,0.00808130763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,490174,CLEARFIELD,51,UT,49,208027,0,0,0,208027,2018,0.2767711729,0.00221493977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,483798,NEW BRAUNFELS,51,TX,48,378454,0,0,0,378454,2018,1.559360244,0.01075175159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,372304,RALEIGH,51,NC,37,3205888,258582,1574951,0,5039421,2018,6.136463527,0.03865576035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,390042,AKRON,51,OH,39,6070743,499371,1486290,0,8056404,2018,1.652912578,0.01731013723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,221206,MONROE,51,LA,22,693072,0,316046,0,1009118,2018,1.855331822,0.008063248278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,240552,FREDERICK,51,MD,24,416526,0,0,0,416526,2018,1.101950024,0.006446951471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,100090,DOVER,51,DE,10,270899,0,0,0,270899,2018,1.000423279,0.006326442176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,371002,FAYETTEVILLE,51,NC,37,1421514,0,835404,0,2256918,2018,2.832741874,0.03990776563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,121926,MELBOURNE,51,FL,12,512071,0,0,0,512071,2018,1.581247173,0.008517156241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,63876,VALLEJO,51,CA,6,1021867,0,619448,0,1641315,2018,0.9655921457,0.009159912618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,560060,CHEYENNE,51,WY,56,433947,0,0,0,433947,2018,1.729523798,0.008189921488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,266624,WYOMING,51,MI,26,522135,0,0,0,522135,2018,0.5439823553,0.007098963467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,271338,EDEN PRAIRIE,51,MN,27,243956,0,0,0,243956,2018,0.4674172095,0.01037232396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,380816,GRAND FORKS,51,ND,38,411752,0,0,0,411752,2018,0.9696116145,0.006348612413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,63108,ROSEVILLE,51,CA,6,661236,0,0,0,661236,2018,0.8836269075,0.01244386905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,729097,MAYAGUEZ MUNICIPIO,51,PR,72,1311225,0,661645,0,1972870,2018,1.060529389,0.01720495523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,60078,ANAHEIM,51,CA,6,4258685,365684,1504518,1988481,8117368,2018,1.382878334,0.01301027687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,481896,FORT WORTH,51,TX,48,7262818,587565,2861535,1332758,12044676,2018,7.695341619,0.08720608895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,427962,WILLIAMSPORT,51,PA,42,1011428,0,230968,0,1242396,2018,0.2952809303,0.002622573706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,252880,WORCESTER,51,MA,25,4368288,355942,1580338,587285,6891853,2018,0.443858951,0.01086882035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,63144,SACRAMENTO,51,CA,6,4864247,399920,2633111,1177649,9074927,2018,1.629292249,0.02679950986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,484962,SHERMAN,51,TX,48,368334,0,0,0,368334,2018,1.614887344,0.01201770656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,341464,JERSEY CITY,51,NJ,34,5603099,453186,2019702,2422186,10498173,2018,0.5862598676,0.004124098438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,181536,KOKOMO,51,IN,18,822847,0,0,0,822847,2018,0.8515569081,0.01069649095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,160102,BOISE,51,ID,16,1365826,0,809234,0,2175060,2018,2.431878547,0.02405269125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10750,FAIRHOPE,51,AL,1,94768,0,0,0,94768,2018,1.232615582,0.002927464647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,395454,WARREN,51,OH,39,1147952,0,683207,0,1831159,2018,1.126120854,0.004494281711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,340414,CAMDEN,51,NJ,34,2432146,197146,877220,925922,4432434,2018,0.2973556113,0.00282217155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,729113,PONCE MUNICIPIO,51,PR,72,2483950,211879,1072642,0,3768471,2018,1.001022024,0.02583529892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,531020,MOUNT VERNON,51,WA,53,400488,0,0,0,400488,2018,0.5132878899,0.003816601148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,510186,BRISTOL,51,VA,51,254487,0,0,0,254487,2018,0.5147391744,0.003432683461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,292628,JEFFERSON CITY,51,MO,29,286021,0,0,0,286021,2018,0.9634129661,0.01026075716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,261698,DETROIT,51,MI,26,34379413,2816974,7243157,2723332,47162876,2018,1.690485952,0.03936322116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,530795,LAKEWOOD,51,WA,53,561231,0,0,0,561231,2018,0.4871505349,0.00582091309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,122358,PALM BAY,51,FL,12,783659,0,0,0,783659,2018,0.8250708511,0.01567459368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,201902,LAWRENCE,51,KS,20,700176,0,415686,0,1115862,2018,1.392267629,0.009870784442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,63888,SAN BUENAVENTURA,51,CA,6,765504,0,418436,0,1183940,2018,1.269971358,0.005494428882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,61410,FRESNO,51,CA,6,6904510,578163,3180063,499903,11162639,2018,3.494200702,0.0298410404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,262544,GRAND RAPIDS,51,MI,26,3758582,309795,1410592,0,5478969,2018,0.9639646871,0.01293564147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,61122,EL CENTRO,51,CA,6,538277,0,0,0,538277,2018,0.3871954847,0.002884576216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,62508,OAKLAND,51,CA,6,7584263,628532,3042249,2835545,14090589,2018,1.498896324,0.01568364274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,422178,ERIE,51,PA,42,3086611,251291,904894,0,4242796,2018,0.482711596,0.005404814068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,40186,GLENDALE,51,AZ,4,2475175,204382,0,0,2679557,2018,2.084906326,0.01537403521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,530090,BELLINGHAM,51,WA,53,785545,0,537364,0,1322909,2018,0.8534082654,0.009020557845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,171692,DANVILLE,51,IL,17,955459,0,0,0,955459,2018,1.127869473,0.004900045376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,262172,FLINT,51,MI,26,3872807,320815,909367,0,5102989,2018,0.8643273425,0.009611625732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,123252,WEST PALM BEACH,51,FL,12,927152,0,472453,3257585,4657190,2018,0.9553319926,0.01289075934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,63624,STOCKTON,51,CA,6,3451760,290376,1759186,0,5501322,2018,2.248181807,0.01719267477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,280726,JACKSON,51,MS,28,1886268,148069,967752,1453290,4455379,2018,1.537241239,0.02808717258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,130168,ATHENS-CLARKE COUNTY,51,GA,13,1347549,0,604301,0,1951850,2018,0.9238989952,0.03057348135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,531728,WENATCHEE,51,WA,53,242460,0,0,0,242460,2018,0.5075489707,0.002520679325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,120492,CLEARWATER,51,FL,12,740943,0,383146,0,1124089,2018,2.78315161,0.006220087812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,132890,SANDY SPRINGS CITY,51,GA,13,625188,0,0,0,625188,2018,0.6813914269,0.009729571554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
